loan_id,app_id,client_id,product,channel,issue_date,principal,term_months,rate
362,936,1345,Кредит наличными,Мобильное приложение,2024-01-01,50000,48,27.7
363,937,7620,POS-кредит,Мобильное приложение,2024-01-08,250000,12,23.3
364,939,6147,Кредитная карта,Мобильное приложение,2024-01-21,650000,24,33.3
365,940,4005,Кредит наличными,Онлайн-заявка,2024-01-28,1280000,36,25.7
366,941,11707,Кредитная карта,Мобильное приложение,2024-01-17,410000,24,39.1
367,942,732,Кредитная карта,Мобильное приложение,2024-01-24,660000,24,38.7
368,943,9996,POS-кредит,Отделение,2024-01-20,250000,12,20.8
369,945,309,Кредит наличными,Партнёр (POS),2024-01-24,1000000,12,27.4
370,950,4453,POS-кредит,Отделение,2024-01-15,60000,6,22.8
371,952,10887,Кредитная карта,Партнёр (POS),2024-01-19,720000,24,38.3
372,954,3580,POS-кредит,Отделение,2024-01-28,190000,6,21.3
373,955,8091,Кредит наличными,Онлайн-заявка,2024-01-12,790000,12,30.4
374,956,10622,Кредитная карта,Отделение,2024-01-21,500000,24,32.8
375,957,1513,Кредит наличными,Партнёр (POS),2024-01-15,610000,24,30.9
376,958,1800,Кредит наличными,Мобильное приложение,2024-01-10,1100000,24,18.0
377,961,8913,Кредит наличными,Мобильное приложение,2024-01-20,740000,48,27.6
378,963,2866,Кредитная карта,Мобильное приложение,2024-01-04,490000,12,32.8
379,964,3011,Кредит наличными,Колл-центр,2024-01-04,1240000,12,25.9
380,966,3564,POS-кредит,Отделение,2024-01-20,120000,6,18.1
381,969,4421,Кредит наличными,Партнёр (POS),2024-01-19,860000,24,27.7
382,975,5806,Кредитная карта,Партнёр (POS),2024-01-22,890000,12,30.1
383,977,7470,Кредит наличными,Онлайн-заявка,2024-01-28,2130000,24,23.8
384,979,7888,POS-кредит,Онлайн-заявка,2024-01-28,300000,6,20.9
385,980,996,POS-кредит,Мобильное приложение,2024-01-07,280000,18,18.7
386,982,9693,Кредитная карта,Колл-центр,2024-01-05,430000,12,33.8
387,984,3097,Кредитная карта,Отделение,2024-01-07,580000,24,37.0
388,985,2613,Кредит наличными,Отделение,2024-01-05,790000,48,18.1
389,986,10619,POS-кредит,Мобильное приложение,2024-01-11,130000,18,19.6
390,993,6119,POS-кредит,Отделение,2024-01-08,170000,12,25.2
391,996,3690,POS-кредит,Онлайн-заявка,2024-01-13,220000,12,23.5
392,997,6010,Кредитная карта,Онлайн-заявка,2024-01-19,490000,12,38.9
393,998,8135,POS-кредит,Отделение,2024-01-28,270000,6,22.2
394,999,9460,Кредитная карта,Онлайн-заявка,2024-01-05,590000,12,36.9
395,1000,11958,Кредитная карта,Отделение,2024-01-04,560000,12,30.8
396,1001,6280,POS-кредит,Онлайн-заявка,2024-01-11,270000,18,19.9
397,1005,4694,Кредитная карта,Мобильное приложение,2024-01-06,680000,12,31.1
398,1013,8299,POS-кредит,Отделение,2024-01-02,490000,6,19.2
399,1016,2269,Кредитная карта,Мобильное приложение,2024-01-09,410000,12,32.9
400,1019,1288,Кредит наличными,Мобильное приложение,2024-01-15,790000,36,27.5
401,1024,6456,Кредитная карта,Партнёр (POS),2024-01-22,210000,12,31.1
402,1026,4685,POS-кредит,Отделение,2024-01-20,130000,12,18.5
403,1027,516,POS-кредит,Партнёр (POS),2024-01-02,300000,18,17.5
404,1031,7570,Кредит наличными,Отделение,2024-01-05,250000,48,23.4
405,1037,9211,Кредит наличными,Колл-центр,2024-01-19,430000,24,31.4
406,1040,4022,Кредит наличными,Мобильное приложение,2024-01-16,1190000,36,23.3
407,1042,9368,POS-кредит,Партнёр (POS),2024-01-17,80000,18,19.0
408,1044,107,Кредит наличными,Мобильное приложение,2024-01-16,190000,24,30.2
409,1047,4670,POS-кредит,Отделение,2024-01-03,160000,18,16.5
410,1049,7849,POS-кредит,Партнёр (POS),2024-01-25,270000,12,25.8
411,1054,6682,POS-кредит,Партнёр (POS),2024-01-16,170000,18,16.5
412,1056,6623,Кредит наличными,Онлайн-заявка,2024-01-07,780000,48,27.1
413,1057,5752,Кредит наличными,Отделение,2024-01-13,1250000,48,25.9
414,1060,6174,Кредитная карта,Отделение,2024-01-06,270000,24,33.5
415,1067,8132,POS-кредит,Партнёр (POS),2024-01-04,120000,18,29.6
416,1068,392,Кредитная карта,Мобильное приложение,2024-01-08,690000,12,32.4
417,1069,3967,Кредит наличными,Партнёр (POS),2024-01-15,330000,36,25.8
418,1071,2613,Кредит наличными,Онлайн-заявка,2024-01-22,1230000,48,29.3
419,1072,8478,Кредит наличными,Отделение,2024-01-15,180000,48,27.3
420,1074,8438,Кредитная карта,Отделение,2024-01-01,340000,12,30.6
421,1076,10470,Кредитная карта,Колл-центр,2024-01-15,470000,24,28.9
422,1077,10814,POS-кредит,Партнёр (POS),2024-01-13,230000,12,15.9
423,1078,4835,POS-кредит,Партнёр (POS),2024-01-22,330000,12,22.9
424,1081,11800,POS-кредит,Партнёр (POS),2024-01-08,320000,12,23.4
425,1084,1301,Кредитная карта,Партнёр (POS),2024-01-08,220000,12,30.1
426,1087,295,Кредитная карта,Отделение,2024-01-07,520000,24,36.1
427,1091,2553,Кредит наличными,Партнёр (POS),2024-01-18,490000,12,31.6
428,1093,9495,Кредитная карта,Отделение,2024-01-12,670000,24,36.6
429,1094,2670,POS-кредит,Отделение,2024-01-24,310000,6,21.6
430,1099,9641,POS-кредит,Онлайн-заявка,2024-01-13,360000,6,21.5
431,1100,9368,Кредит наличными,Мобильное приложение,2024-01-18,550000,12,30.1
432,1101,122,Кредитная карта,Мобильное приложение,2024-01-02,270000,12,35.3
433,1103,3011,Кредит наличными,Партнёр (POS),2024-01-11,680000,24,29.8
434,1105,6799,Кредитная карта,Партнёр (POS),2024-01-17,450000,24,33.7
435,1109,1184,Кредитная карта,Партнёр (POS),2024-01-18,190000,12,29.9
436,1111,9147,POS-кредит,Отделение,2024-01-02,420000,6,21.3
437,1112,1957,POS-кредит,Отделение,2024-01-16,390000,6,20.6
438,1113,399,POS-кредит,Партнёр (POS),2024-01-04,410000,12,19.6
439,1115,2790,POS-кредит,Мобильное приложение,2024-01-12,240000,6,17.2
440,1118,2790,POS-кредит,Онлайн-заявка,2024-01-03,120000,6,17.2
441,1119,10558,Кредитная карта,Партнёр (POS),2024-01-15,480000,12,38.4
442,1123,6560,POS-кредит,Отделение,2024-01-07,220000,6,24.6
443,1124,3820,Кредитная карта,Отделение,2024-01-15,350000,24,36.0
444,1126,3813,POS-кредит,Мобильное приложение,2024-01-10,240000,6,15.6
445,1127,3011,Кредитная карта,Колл-центр,2024-01-10,450000,24,38.6
446,1129,7626,Кредит наличными,Колл-центр,2024-01-12,370000,24,25.9
447,1130,7283,Кредит наличными,Колл-центр,2024-01-14,1100000,24,29.1
448,1132,8433,Кредитная карта,Мобильное приложение,2024-01-06,50000,12,33.1
449,1133,2576,POS-кредит,Отделение,2024-01-11,100000,12,21.5
450,1135,8747,Кредит наличными,Отделение,2024-01-08,780000,48,29.5
451,1138,6972,POS-кредит,Мобильное приложение,2024-01-16,240000,6,18.6
452,1139,6508,POS-кредит,Колл-центр,2024-01-10,460000,12,23.3
453,1140,9733,POS-кредит,Онлайн-заявка,2024-01-25,180000,12,19.7
454,1144,6937,POS-кредит,Онлайн-заявка,2024-01-11,310000,6,20.5
455,1146,11703,Кредит наличными,Партнёр (POS),2024-01-03,260000,12,25.5
456,1149,1169,Кредит наличными,Онлайн-заявка,2024-01-08,330000,36,24.0
457,1153,2331,POS-кредит,Онлайн-заявка,2024-01-14,100000,12,27.2
458,1154,7581,POS-кредит,Партнёр (POS),2024-01-13,240000,12,24.2
459,1157,295,Кредит наличными,Онлайн-заявка,2024-01-24,610000,12,30.2
460,1159,2613,Кредит наличными,Отделение,2024-01-16,1430000,48,28.6
461,1161,2613,Кредит наличными,Отделение,2024-01-23,380000,48,32.9
462,1165,1028,Кредит наличными,Партнёр (POS),2024-01-18,980000,24,29.8
463,1166,6359,Кредит наличными,Мобильное приложение,2024-01-17,1200000,24,22.5
464,1167,6682,POS-кредит,Партнёр (POS),2024-01-04,270000,12,21.1
465,1168,3831,Кредитная карта,Партнёр (POS),2024-01-17,220000,12,30.2
466,1170,6282,Кредит наличными,Отделение,2024-01-13,1450000,36,29.7
467,1176,9000,Кредит наличными,Онлайн-заявка,2024-01-07,690000,36,33.1
468,1179,8164,Кредит наличными,Отделение,2024-01-16,830000,24,27.8
469,1184,6947,POS-кредит,Партнёр (POS),2024-01-06,300000,12,25.2
470,1185,6682,POS-кредит,Партнёр (POS),2024-01-26,450000,12,26.2
471,1196,290,Кредит наличными,Отделение,2024-01-18,50000,48,21.2
472,1197,10193,Кредит наличными,Партнёр (POS),2024-01-04,390000,24,26.9
473,1199,7243,Кредит наличными,Партнёр (POS),2024-01-17,930000,12,33.8
474,1200,2304,POS-кредит,Мобильное приложение,2024-01-01,340000,12,26.5
475,1202,9585,Кредитная карта,Колл-центр,2024-01-23,440000,24,36.2
476,1205,177,Кредитная карта,Партнёр (POS),2024-01-06,890000,12,32.6
477,1207,9258,Кредит наличными,Отделение,2024-01-15,1220000,48,29.0
478,1209,2519,Кредитная карта,Мобильное приложение,2024-01-19,90000,12,33.9
479,1210,3700,Кредит наличными,Партнёр (POS),2024-01-14,720000,12,29.8
480,1211,2294,Кредит наличными,Отделение,2024-01-02,630000,12,30.0
481,1213,4823,Кредитная карта,Онлайн-заявка,2024-01-28,570000,24,30.9
482,1214,2759,Кредит наличными,Партнёр (POS),2024-01-20,1070000,48,26.7
483,1216,6488,Кредит наличными,Партнёр (POS),2024-01-28,70000,48,27.3
484,1217,8289,POS-кредит,Партнёр (POS),2024-01-01,370000,18,20.7
485,1218,4393,POS-кредит,Партнёр (POS),2024-01-07,570000,12,21.2
486,1219,10671,Кредит наличными,Партнёр (POS),2024-01-14,1260000,36,25.8
487,1222,4412,POS-кредит,Отделение,2024-01-16,300000,18,21.3
488,1224,4481,POS-кредит,Мобильное приложение,2024-01-24,100000,12,23.1
489,1225,10029,POS-кредит,Партнёр (POS),2024-01-13,120000,12,25.5
490,1228,11770,POS-кредит,Онлайн-заявка,2024-01-25,390000,6,18.1
491,1231,563,Кредит наличными,Онлайн-заявка,2024-01-07,1550000,24,27.2
492,1234,6531,Кредит наличными,Колл-центр,2024-01-13,190000,36,25.5
493,1243,3729,POS-кредит,Мобильное приложение,2024-01-09,270000,12,22.8
494,1244,5757,POS-кредит,Партнёр (POS),2024-01-11,400000,18,18.3
495,1246,2920,Кредитная карта,Мобильное приложение,2024-01-06,730000,12,35.4
496,1247,6055,Кредитная карта,Колл-центр,2024-01-21,260000,12,36.2
497,1254,4532,POS-кредит,Мобильное приложение,2024-01-09,80000,18,18.4
498,1255,350,Кредитная карта,Мобильное приложение,2024-01-26,310000,24,31.8
499,1258,5890,Кредит наличными,Партнёр (POS),2024-01-21,720000,36,34.9
500,1268,9143,Кредитная карта,Колл-центр,2024-01-14,330000,12,30.4
501,1269,8995,Кредит наличными,Колл-центр,2024-01-16,430000,36,28.5
502,1272,290,Кредит наличными,Партнёр (POS),2024-01-26,810000,12,31.1
503,1273,4172,Кредитная карта,Мобильное приложение,2024-01-19,290000,12,32.2
504,1274,7570,Кредит наличными,Мобильное приложение,2024-01-07,1010000,36,27.5
