app_id,client_id,apply_date,channel,product,requested_amount,decision,reject_reason,approved_amount,is_issued
293,10714,2024-01-24,Отделение,Кредитная карта,550000,Одобрено,,380000,1
294,11935,2024-01-10,Онлайн-заявка,POS-кредит,220000,Отказ,Недостаточная кредитная история,0,0
295,295,2024-01-11,Партнёр (POS),Кредит наличными,950000,Одобрено,,950000,1
296,2904,2024-01-18,Онлайн-заявка,POS-кредит,260000,Отказ,Высокая долговая нагрузка,0,0
297,8392,2024-01-13,Колл-центр,POS-кредит,420000,Отказ,Действующая просрочка,0,0
298,4441,2024-01-14,Отделение,Кредитная карта,550000,Одобрено,,460000,1
299,7986,2024-01-23,Отделение,POS-кредит,120000,Одобрено,,120000,1
300,5100,2024-01-24,Колл-центр,Кредитная карта,540000,Одобрено,,540000,1
301,3901,2024-01-08,Мобильное приложение,Кредитная карта,160000,Отказ,Действующая просрочка,0,0
302,9858,2024-01-06,Онлайн-заявка,POS-кредит,370000,Отказ,Недостаточный подтверждённый доход,0,0
303,2843,2024-01-15,Отделение,Кредитная карта,420000,Отказ,Недостаточный подтверждённый доход,0,0
304,3661,2024-01-12,Партнёр (POS),Кредит наличными,1830000,Отказ,Низкий скоринговый балл,0,0
305,1519,2024-01-02,Партнёр (POS),Кредит наличными,380000,Отказ,Недостаточный подтверждённый доход,0,0
306,8245,2024-01-15,Онлайн-заявка,POS-кредит,160000,Отказ,Высокая долговая нагрузка,0,0
307,11341,2024-01-05,Мобильное приложение,Кредитная карта,650000,Отказ,Недостаточный подтверждённый доход,0,0
308,4340,2024-01-17,Онлайн-заявка,POS-кредит,270000,Одобрено,,270000,1
309,11843,2024-01-28,Партнёр (POS),Кредит наличными,1340000,Отказ,Действующая просрочка,0,0
310,10543,2024-01-24,Колл-центр,POS-кредит,100000,Одобрено,,100000,1
311,8176,2024-01-04,Онлайн-заявка,POS-кредит,250000,Одобрено,,250000,0
312,1510,2024-01-18,Отделение,POS-кредит,230000,Отказ,Высокая долговая нагрузка,0,0
313,10965,2024-01-12,Колл-центр,POS-кредит,140000,Одобрено,,140000,0
314,11488,2024-01-06,Онлайн-заявка,Кредитная карта,440000,Отказ,Действующая просрочка,0,0
315,6920,2024-01-05,Мобильное приложение,Кредитная карта,790000,Одобрено,,790000,1
316,11085,2024-01-06,Мобильное приложение,Кредит наличными,1030000,Одобрено,,1030000,0
317,68,2024-01-17,Партнёр (POS),POS-кредит,310000,Отказ,Действующая просрочка,0,0
318,1096,2024-01-05,Мобильное приложение,POS-кредит,310000,Отказ,Высокая долговая нагрузка,0,0
319,5708,2024-01-18,Отделение,Кредит наличными,1000000,Отказ,Низкий скоринговый балл,0,0
320,3266,2024-01-26,Мобильное приложение,POS-кредит,380000,Одобрено,,270000,1
321,2549,2024-01-01,Партнёр (POS),Кредит наличными,830000,Одобрено,,830000,1
322,4058,2024-01-15,Онлайн-заявка,POS-кредит,210000,Отказ,Низкий скоринговый балл,0,0
323,11877,2024-01-25,Отделение,Кредит наличными,1210000,Отказ,Высокая долговая нагрузка,0,0
324,4421,2024-01-15,Отделение,POS-кредит,360000,Одобрено,,360000,1
325,4579,2024-01-01,Мобильное приложение,POS-кредит,460000,Отказ,Недостаточный подтверждённый доход,0,0
326,11479,2024-01-28,Мобильное приложение,Кредит наличными,1570000,Одобрено,,1570000,1
327,2613,2024-01-02,Партнёр (POS),Кредит наличными,1150000,Отказ,Низкий скоринговый балл,0,0
328,10302,2024-01-27,Онлайн-заявка,POS-кредит,410000,Одобрено,,250000,1
329,5602,2024-01-12,Партнёр (POS),Кредитная карта,350000,Отказ,Низкий скоринговый балл,0,0
330,7145,2024-01-15,Мобильное приложение,POS-кредит,290000,Одобрено,,290000,0
331,4537,2024-01-12,Партнёр (POS),POS-кредит,140000,Отказ,Недостаточный подтверждённый доход,0,0
332,3971,2024-01-06,Отделение,Кредит наличными,670000,Одобрено,,670000,1
333,10543,2024-01-04,Партнёр (POS),POS-кредит,240000,Одобрено,,240000,1
334,3316,2024-01-17,Партнёр (POS),POS-кредит,150000,Отказ,Высокая долговая нагрузка,0,0
335,3011,2024-01-23,Онлайн-заявка,Кредит наличными,50000,Отказ,Высокая долговая нагрузка,0,0
336,6220,2024-01-14,Мобильное приложение,Кредитная карта,140000,Одобрено,,80000,0
337,1117,2024-01-11,Онлайн-заявка,POS-кредит,310000,Отказ,Несоответствие политике банка,0,0
338,11046,2024-01-23,Онлайн-заявка,Кредитная карта,400000,Одобрено,,400000,0
339,3011,2024-01-19,Мобильное приложение,Кредит наличными,340000,Отказ,Низкий скоринговый балл,0,0
340,7709,2024-01-24,Мобильное приложение,POS-кредит,180000,Отказ,Высокая долговая нагрузка,0,0
341,7225,2024-01-20,Партнёр (POS),POS-кредит,190000,Одобрено,,190000,1
342,1185,2024-01-26,Мобильное приложение,Кредит наличными,920000,Отказ,Высокая долговая нагрузка,0,0
343,4968,2024-01-05,Мобильное приложение,Кредитная карта,470000,Одобрено,,470000,1
344,3745,2024-01-07,Отделение,POS-кредит,350000,Одобрено,,210000,1
345,1836,2024-01-03,Онлайн-заявка,POS-кредит,410000,Одобрено,,410000,1
346,11207,2024-01-23,Мобильное приложение,Кредит наличными,940000,Отказ,Недостаточный подтверждённый доход,0,0
347,4240,2024-01-05,Онлайн-заявка,Кредитная карта,460000,Отказ,Недостаточный подтверждённый доход,0,0
348,183,2024-01-19,Мобильное приложение,POS-кредит,240000,Отказ,Высокая долговая нагрузка,0,0
349,5328,2024-01-14,Мобильное приложение,Кредитная карта,280000,Отказ,Низкий скоринговый балл,0,0
350,8258,2024-01-08,Партнёр (POS),Кредитная карта,300000,Одобрено,,210000,0
351,3011,2024-01-12,Онлайн-заявка,Кредит наличными,490000,Одобрено,,490000,1
352,295,2024-01-20,Мобильное приложение,Кредит наличными,1680000,Одобрено,,1680000,1
353,2613,2024-01-24,Партнёр (POS),Кредит наличными,1320000,Отказ,Низкий скоринговый балл,0,0
354,8020,2024-01-10,Отделение,Кредитная карта,440000,Одобрено,,440000,1
355,3890,2024-01-10,Онлайн-заявка,Кредит наличными,790000,Одобрено,,790000,1
356,9175,2024-01-02,Мобильное приложение,POS-кредит,540000,Отказ,Недостаточный подтверждённый доход,0,0
357,6087,2024-01-02,Мобильное приложение,Кредитная карта,720000,Отказ,Недостаточный подтверждённый доход,0,0
358,4649,2024-01-17,Мобильное приложение,Кредит наличными,2000000,Отказ,Недостаточная кредитная история,0,0
