client_id,age_group,region,income_band,client_since
612,35-44,Алматы,400-700к,2020-06-08
613,55+,Алматы,до 200к,2025-01-12
614,55+,Караганда,до 200к,2024-08-11
615,25-34,Алматы,700к+,2022-02-21
616,35-44,Атырау,200-400к,2024-12-14
617,35-44,Шымкент,200-400к,2024-01-14
618,25-34,Астана,200-400к,2020-09-28
619,18-24,Алматы,до 200к,2021-03-27
620,18-24,Костанай,200-400к,2022-01-20
621,35-44,Актобе,200-400к,2024-05-28
622,25-34,Актобе,до 200к,2023-08-01
623,55+,Актобе,до 200к,2022-02-25
624,25-34,Шымкент,200-400к,2024-07-28
625,55+,Павлодар,до 200к,2021-10-12
626,25-34,Шымкент,до 200к,2024-12-22
627,45-54,Шымкент,200-400к,2023-12-13
628,18-24,Алматы,200-400к,2023-10-29
629,35-44,Астана,200-400к,2020-06-24
630,45-54,Актобе,до 200к,2020-10-21
631,45-54,Астана,400-700к,2025-05-20
632,45-54,Актобе,400-700к,2024-03-16
633,18-24,Костанай,200-400к,2021-05-29
634,25-34,Астана,400-700к,2024-09-14
635,18-24,Алматы,200-400к,2021-09-07
636,18-24,Караганда,до 200к,2021-12-03
637,35-44,Алматы,200-400к,2021-08-31
638,35-44,Актобе,200-400к,2022-09-15
639,35-44,Шымкент,400-700к,2024-03-03
640,45-54,Астана,200-400к,2020-11-28
641,35-44,Шымкент,200-400к,2025-04-18
642,45-54,Шымкент,400-700к,2021-09-01
643,18-24,Астана,до 200к,2025-04-20
644,25-34,Астана,200-400к,2024-10-05
645,35-44,Астана,200-400к,2022-12-31
646,45-54,Павлодар,700к+,2020-06-26
647,18-24,Алматы,до 200к,2023-02-21
648,35-44,Астана,400-700к,2024-03-04
649,35-44,Алматы,200-400к,2025-05-18
650,18-24,Астана,700к+,2020-07-14
651,25-34,Алматы,700к+,2024-01-29
652,45-54,Актобе,400-700к,2021-08-08
653,35-44,Алматы,до 200к,2024-02-08
654,25-34,Караганда,200-400к,2023-03-10
655,45-54,Алматы,400-700к,2024-09-28
656,25-34,Астана,200-400к,2020-01-07
657,45-54,Алматы,400-700к,2022-10-07
658,25-34,Актобе,400-700к,2023-09-12
659,35-44,Костанай,200-400к,2022-01-28
660,25-34,Алматы,до 200к,2021-09-24
661,25-34,Костанай,200-400к,2021-10-16
662,45-54,Астана,400-700к,2024-02-06
663,25-34,Шымкент,200-400к,2021-02-19
664,18-24,Караганда,до 200к,2025-05-04
665,25-34,Алматы,400-700к,2021-02-22
666,35-44,Астана,до 200к,2022-04-12
667,45-54,Алматы,200-400к,2025-06-09
668,55+,Караганда,200-400к,2020-02-29
669,25-34,Астана,200-400к,2021-11-03
670,25-34,Павлодар,до 200к,2024-08-24
671,18-24,Алматы,400-700к,2021-09-24
672,35-44,Павлодар,400-700к,2021-07-03
673,55+,Алматы,400-700к,2020-01-03
674,35-44,Шымкент,700к+,2020-10-24
675,35-44,Астана,до 200к,2021-01-26
676,25-34,Алматы,до 200к,2024-10-24
677,45-54,Алматы,до 200к,2022-12-28
678,25-34,Караганда,400-700к,2021-04-10
679,18-24,Алматы,до 200к,2024-06-06
680,25-34,Шымкент,700к+,2023-04-25
681,18-24,Костанай,200-400к,2021-09-23
682,25-34,Астана,400-700к,2021-05-22
683,18-24,Алматы,200-400к,2021-03-17
684,25-34,Алматы,400-700к,2023-11-25
685,35-44,Алматы,200-400к,2023-12-03
686,25-34,Астана,200-400к,2023-07-21
687,25-34,Актобе,400-700к,2022-06-13
688,55+,Астана,до 200к,2022-10-15
689,35-44,Алматы,400-700к,2024-11-30
690,35-44,Караганда,400-700к,2023-01-15
691,25-34,Астана,400-700к,2023-05-13
692,45-54,Шымкент,до 200к,2021-03-30
693,25-34,Павлодар,до 200к,2022-06-29
694,25-34,Астана,до 200к,2020-02-13
695,45-54,Шымкент,200-400к,2022-07-11
696,35-44,Атырау,до 200к,2024-05-20
697,35-44,Караганда,700к+,2023-09-03
698,35-44,Актобе,700к+,2024-11-13
699,35-44,Актобе,до 200к,2021-11-11
700,25-34,Шымкент,400-700к,2024-04-04
701,25-34,Шымкент,до 200к,2024-01-04
702,25-34,Актобе,200-400к,2023-11-16
703,25-34,Караганда,до 200к,2024-05-17
704,45-54,Караганда,400-700к,2022-08-01
705,25-34,Астана,400-700к,2021-11-14
706,35-44,Атырау,до 200к,2023-03-13
707,45-54,Алматы,до 200к,2022-02-07
708,45-54,Алматы,200-400к,2023-10-15
709,25-34,Астана,200-400к,2024-09-27
710,25-34,Алматы,до 200к,2020-02-22
711,55+,Караганда,400-700к,2023-05-26
712,35-44,Алматы,700к+,2022-04-27
713,45-54,Караганда,200-400к,2020-07-28
714,45-54,Шымкент,400-700к,2021-03-25
715,45-54,Алматы,200-400к,2024-07-09
716,25-34,Алматы,200-400к,2021-12-29
717,35-44,Шымкент,400-700к,2020-06-23
718,18-24,Актобе,200-400к,2024-02-07
719,35-44,Астана,200-400к,2021-04-19
720,55+,Алматы,до 200к,2021-12-27
721,35-44,Астана,400-700к,2021-01-27
722,25-34,Алматы,до 200к,2024-01-18
723,18-24,Алматы,до 200к,2025-01-10
724,55+,Костанай,200-400к,2025-04-27
725,18-24,Алматы,200-400к,2020-05-29
726,18-24,Алматы,до 200к,2025-01-20
727,25-34,Павлодар,до 200к,2023-06-23
728,18-24,Караганда,400-700к,2024-07-13
729,25-34,Астана,200-400к,2020-05-30
730,35-44,Караганда,200-400к,2024-09-01
731,25-34,Павлодар,400-700к,2021-10-17
732,18-24,Алматы,400-700к,2022-02-26
733,18-24,Алматы,до 200к,2024-11-26
734,25-34,Атырау,200-400к,2024-01-03
735,18-24,Актобе,200-400к,2022-10-21
736,35-44,Костанай,200-400к,2023-08-27
737,25-34,Астана,400-700к,2021-12-12
738,25-34,Костанай,до 200к,2025-05-19
739,25-34,Астана,200-400к,2020-05-19
740,25-34,Актобе,до 200к,2023-02-23
741,18-24,Павлодар,200-400к,2020-03-29
742,18-24,Алматы,до 200к,2022-05-09
743,45-54,Алматы,400-700к,2022-10-13
744,18-24,Шымкент,200-400к,2024-08-01
745,35-44,Атырау,до 200к,2025-02-19
746,25-34,Алматы,400-700к,2024-02-08
747,25-34,Атырау,до 200к,2025-04-12
748,25-34,Астана,200-400к,2020-09-06
749,45-54,Астана,200-400к,2022-11-17
750,45-54,Астана,до 200к,2023-04-07
751,25-34,Павлодар,до 200к,2020-06-03
752,25-34,Алматы,до 200к,2023-03-30
753,25-34,Шымкент,400-700к,2020-03-26
754,25-34,Алматы,400-700к,2023-06-17
755,35-44,Павлодар,до 200к,2021-03-18
756,25-34,Атырау,до 200к,2025-02-25
757,25-34,Алматы,400-700к,2021-10-14
758,55+,Астана,до 200к,2023-04-19
759,18-24,Астана,200-400к,2023-05-03
760,25-34,Астана,400-700к,2024-10-06
761,35-44,Атырау,до 200к,2021-11-04
762,25-34,Шымкент,700к+,2021-12-17
763,18-24,Астана,до 200к,2023-09-28
764,18-24,Актобе,400-700к,2020-04-24
765,45-54,Астана,200-400к,2023-01-12
766,18-24,Алматы,до 200к,2022-01-20
767,25-34,Алматы,200-400к,2025-05-09
768,18-24,Астана,700к+,2022-12-01
769,18-24,Шымкент,200-400к,2024-03-22
770,35-44,Алматы,до 200к,2024-07-24
771,25-34,Шымкент,700к+,2020-10-19
772,35-44,Алматы,до 200к,2023-06-17
773,35-44,Караганда,до 200к,2023-09-21
774,45-54,Алматы,до 200к,2022-06-03
775,18-24,Астана,400-700к,2021-01-31
776,45-54,Алматы,до 200к,2022-07-12
777,35-44,Астана,до 200к,2020-04-12
778,25-34,Алматы,700к+,2025-06-16
779,35-44,Астана,200-400к,2020-06-26
780,45-54,Актобе,до 200к,2020-10-09
781,25-34,Алматы,200-400к,2020-09-30
782,45-54,Актобе,до 200к,2021-02-15
783,25-34,Шымкент,200-400к,2021-01-02
784,35-44,Шымкент,200-400к,2023-06-04
785,55+,Шымкент,200-400к,2020-08-11
786,25-34,Астана,400-700к,2023-11-03
787,45-54,Актобе,200-400к,2022-03-26
788,25-34,Актобе,до 200к,2022-02-28
789,45-54,Актобе,200-400к,2022-10-16
790,35-44,Алматы,400-700к,2020-03-05
791,25-34,Караганда,400-700к,2022-09-27
792,25-34,Алматы,400-700к,2022-11-10
793,25-34,Астана,700к+,2024-02-07
794,18-24,Алматы,400-700к,2020-10-15
795,18-24,Алматы,700к+,2020-04-12
796,25-34,Караганда,200-400к,2020-04-22
797,18-24,Павлодар,до 200к,2025-04-01
798,25-34,Алматы,200-400к,2021-11-20
799,35-44,Шымкент,до 200к,2021-04-16
800,35-44,Караганда,до 200к,2020-09-28
801,35-44,Павлодар,200-400к,2021-05-27
802,25-34,Караганда,200-400к,2022-05-27
803,45-54,Алматы,400-700к,2025-04-23
804,35-44,Алматы,200-400к,2024-03-03
805,18-24,Караганда,до 200к,2024-08-29
806,25-34,Алматы,700к+,2020-04-04
807,35-44,Павлодар,200-400к,2023-02-22
808,25-34,Павлодар,до 200к,2022-09-26
809,35-44,Костанай,до 200к,2021-01-25
810,55+,Астана,до 200к,2022-09-20
811,18-24,Актобе,700к+,2023-03-15
812,18-24,Караганда,до 200к,2020-01-04
813,55+,Алматы,700к+,2025-05-15
814,35-44,Алматы,до 200к,2024-01-16
815,18-24,Алматы,400-700к,2025-01-25
816,45-54,Астана,до 200к,2020-06-28
817,45-54,Костанай,200-400к,2020-04-30
818,35-44,Атырау,200-400к,2025-02-07
819,35-44,Астана,200-400к,2025-02-08
820,25-34,Шымкент,700к+,2023-07-02
821,18-24,Алматы,400-700к,2021-02-05
822,35-44,Алматы,до 200к,2021-07-29
823,25-34,Алматы,400-700к,2024-05-07
824,35-44,Караганда,до 200к,2025-01-24
825,45-54,Караганда,700к+,2023-09-05
826,18-24,Атырау,200-400к,2022-03-11
827,35-44,Павлодар,до 200к,2024-07-01
828,25-34,Алматы,до 200к,2021-06-04
829,45-54,Актобе,до 200к,2020-09-15
830,25-34,Алматы,700к+,2022-02-08
831,35-44,Астана,200-400к,2022-07-24
832,35-44,Шымкент,до 200к,2023-05-08
833,25-34,Алматы,400-700к,2023-10-08
834,35-44,Алматы,до 200к,2023-12-18
835,35-44,Алматы,до 200к,2021-02-13
836,35-44,Алматы,200-400к,2023-08-16
837,35-44,Павлодар,до 200к,2020-03-30
838,55+,Астана,400-700к,2025-01-16
839,25-34,Шымкент,200-400к,2022-06-02
840,35-44,Костанай,до 200к,2025-03-27
841,18-24,Шымкент,200-400к,2024-10-01
842,45-54,Астана,до 200к,2021-01-29
843,35-44,Павлодар,200-400к,2020-08-11
844,25-34,Алматы,200-400к,2024-12-30
845,18-24,Алматы,400-700к,2022-09-09
846,45-54,Шымкент,200-400к,2020-08-01
847,25-34,Астана,400-700к,2023-05-02
848,35-44,Атырау,до 200к,2025-03-28
849,25-34,Алматы,700к+,2023-04-17
850,55+,Шымкент,до 200к,2021-06-02
851,25-34,Актобе,400-700к,2021-11-05
852,25-34,Костанай,200-400к,2021-06-15
853,45-54,Алматы,до 200к,2022-12-12
854,45-54,Алматы,200-400к,2022-04-23
855,25-34,Павлодар,700к+,2021-11-16
856,25-34,Караганда,400-700к,2020-12-29
857,35-44,Алматы,400-700к,2020-02-27
858,45-54,Алматы,200-400к,2024-07-13
859,25-34,Актобе,200-400к,2024-05-25
860,35-44,Шымкент,до 200к,2020-09-06
861,35-44,Шымкент,200-400к,2021-03-31
862,35-44,Павлодар,до 200к,2022-05-28
863,45-54,Алматы,400-700к,2023-04-06
864,35-44,Алматы,400-700к,2024-12-19
865,18-24,Шымкент,200-400к,2023-10-26
866,45-54,Павлодар,200-400к,2023-06-24
867,45-54,Алматы,200-400к,2024-01-27
868,45-54,Караганда,до 200к,2023-04-29
869,18-24,Алматы,до 200к,2025-02-02
870,25-34,Алматы,до 200к,2025-06-12
871,35-44,Павлодар,до 200к,2022-06-21
872,18-24,Алматы,200-400к,2020-02-15
873,55+,Алматы,400-700к,2025-06-11
874,25-34,Актобе,200-400к,2021-10-01
875,35-44,Астана,700к+,2021-06-20
876,45-54,Астана,400-700к,2020-09-07
877,25-34,Атырау,до 200к,2024-03-04
878,25-34,Алматы,200-400к,2021-01-04
879,35-44,Караганда,700к+,2025-04-12
880,35-44,Астана,до 200к,2021-03-08
881,25-34,Алматы,200-400к,2020-05-24
882,35-44,Караганда,700к+,2023-06-07
883,55+,Астана,400-700к,2021-02-15
884,25-34,Атырау,400-700к,2021-06-28
885,25-34,Павлодар,400-700к,2020-07-29
886,25-34,Атырау,до 200к,2023-08-21
887,25-34,Астана,400-700к,2021-03-16
888,18-24,Алматы,400-700к,2024-01-16
889,25-34,Павлодар,до 200к,2021-06-02
890,35-44,Астана,до 200к,2022-03-14
891,25-34,Караганда,до 200к,2022-09-10
892,55+,Атырау,400-700к,2022-12-08
893,25-34,Алматы,400-700к,2024-07-13
894,18-24,Алматы,400-700к,2020-09-21
895,35-44,Караганда,200-400к,2021-03-31
896,45-54,Шымкент,200-400к,2024-02-14
897,25-34,Алматы,до 200к,2024-09-06
898,25-34,Шымкент,700к+,2022-04-18
899,25-34,Атырау,200-400к,2020-01-12
900,35-44,Астана,400-700к,2024-07-27
901,25-34,Алматы,до 200к,2023-05-08
902,25-34,Актобе,до 200к,2022-11-18
903,18-24,Актобе,до 200к,2022-02-17
904,25-34,Костанай,400-700к,2023-10-25
905,55+,Алматы,до 200к,2021-07-31
906,35-44,Павлодар,400-700к,2021-12-18
907,25-34,Актобе,до 200к,2024-03-17
908,18-24,Караганда,200-400к,2022-01-13
909,25-34,Астана,до 200к,2025-03-07
910,25-34,Алматы,до 200к,2022-05-23
911,35-44,Шымкент,200-400к,2023-01-29
912,45-54,Астана,200-400к,2023-06-26
913,45-54,Астана,200-400к,2023-10-29
914,55+,Павлодар,200-400к,2022-10-10
915,55+,Алматы,200-400к,2021-12-27
916,55+,Павлодар,200-400к,2024-05-27
917,18-24,Шымкент,200-400к,2023-12-03
918,18-24,Атырау,до 200к,2020-04-19
919,25-34,Астана,200-400к,2023-06-04
920,35-44,Караганда,до 200к,2024-12-06
921,18-24,Шымкент,до 200к,2023-01-24
922,45-54,Павлодар,до 200к,2025-01-26
923,35-44,Алматы,200-400к,2022-02-19
924,35-44,Алматы,до 200к,2021-05-03
925,25-34,Костанай,400-700к,2022-09-24
926,25-34,Алматы,400-700к,2020-07-20
927,25-34,Караганда,до 200к,2020-05-09
928,45-54,Алматы,200-400к,2023-02-17
929,35-44,Алматы,до 200к,2020-02-29
930,35-44,Шымкент,до 200к,2020-05-08
931,25-34,Шымкент,700к+,2022-06-29
932,25-34,Шымкент,200-400к,2021-04-04
933,25-34,Астана,до 200к,2020-12-25
934,35-44,Актобе,400-700к,2022-10-12
935,35-44,Костанай,700к+,2021-10-17
936,25-34,Алматы,200-400к,2023-05-12
937,55+,Астана,400-700к,2022-05-01
938,18-24,Астана,400-700к,2021-01-23
939,45-54,Актобе,400-700к,2023-11-09
940,18-24,Астана,200-400к,2025-02-08
941,25-34,Караганда,400-700к,2023-12-24
942,45-54,Астана,200-400к,2020-12-28
943,25-34,Шымкент,до 200к,2023-01-20
944,25-34,Атырау,до 200к,2020-11-03
945,25-34,Шымкент,200-400к,2020-02-22
946,25-34,Астана,до 200к,2020-11-20
947,35-44,Алматы,до 200к,2024-06-07
948,45-54,Шымкент,200-400к,2025-02-02
949,45-54,Алматы,700к+,2023-04-09
950,25-34,Атырау,до 200к,2024-10-23
951,35-44,Астана,до 200к,2022-03-30
952,25-34,Алматы,400-700к,2020-03-07
953,25-34,Алматы,200-400к,2024-12-13
954,25-34,Шымкент,400-700к,2023-12-24
955,55+,Павлодар,200-400к,2023-08-10
956,45-54,Астана,200-400к,2020-05-26
957,35-44,Алматы,до 200к,2025-04-09
958,35-44,Астана,200-400к,2020-05-30
959,25-34,Костанай,200-400к,2020-01-31
960,35-44,Атырау,до 200к,2020-06-01
961,35-44,Алматы,до 200к,2025-02-25
962,25-34,Шымкент,200-400к,2024-07-17
963,18-24,Атырау,200-400к,2020-08-14
964,18-24,Актобе,200-400к,2022-05-04
965,55+,Астана,400-700к,2022-11-22
966,25-34,Актобе,400-700к,2023-01-19
967,55+,Шымкент,до 200к,2021-02-07
968,25-34,Алматы,700к+,2020-03-02
969,35-44,Алматы,400-700к,2020-03-02
970,25-34,Астана,до 200к,2024-12-06
971,25-34,Алматы,200-400к,2023-05-28
972,18-24,Астана,200-400к,2025-05-18
973,18-24,Атырау,700к+,2024-09-16
974,45-54,Атырау,200-400к,2021-04-15
975,25-34,Алматы,200-400к,2020-06-28
976,35-44,Алматы,700к+,2023-08-06
977,25-34,Караганда,200-400к,2021-03-25
978,25-34,Астана,до 200к,2023-09-19
979,35-44,Алматы,200-400к,2025-04-19
980,25-34,Атырау,400-700к,2025-04-16
981,55+,Алматы,200-400к,2021-05-17
982,45-54,Алматы,200-400к,2022-08-25
983,35-44,Актобе,200-400к,2023-11-15
984,25-34,Шымкент,200-400к,2021-04-20
985,25-34,Астана,700к+,2023-01-30
986,45-54,Караганда,200-400к,2021-12-21
987,25-34,Павлодар,200-400к,2023-02-21
988,18-24,Алматы,400-700к,2023-07-03
989,25-34,Караганда,до 200к,2024-10-18
990,45-54,Алматы,до 200к,2022-08-02
991,35-44,Астана,700к+,2021-07-28
992,35-44,Астана,400-700к,2020-06-07
993,45-54,Астана,200-400к,2023-10-31
994,25-34,Алматы,до 200к,2024-06-02
995,45-54,Атырау,до 200к,2022-04-01
